DATAFLOW,LAST UPDATE,freq,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,AT,2008,0.48,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,AT,2009,0.45,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,AT,2010,0.43,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,AT,2011,0.49,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,AT,2012,0.46,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,AT,2013,0.46,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,AT,2014,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,AT,2015,0.44,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,AT,2016,0.44,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,AT,2017,0.46,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,AT,2018,0.52,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,AT,2019,0.51,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,AT,2020,0.44,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BA,2008,,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BA,2014,0.03,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BA,2015,0.06,be
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BA,2016,0.06,be
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BA,2017,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BA,2018,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BA,2019,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BA,2020,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BE,2008,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BE,2009,0.48,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BE,2010,0.39,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BE,2011,0.22,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BE,2012,0.22,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BE,2013,0.22,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BE,2014,0.24,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BE,2015,0.19,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BE,2016,0.21,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BE,2017,0.21,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BE,2018,0.21,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BE,2019,0.23,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BE,2020,0.21,p
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BG,2008,0.19,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BG,2009,0.12,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BG,2010,0.17,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BG,2011,0.16,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BG,2012,0.17,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BG,2013,0.19,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BG,2014,0.22,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BG,2015,0.24,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BG,2016,0.25,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BG,2017,0.29,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BG,2018,0.3,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BG,2019,0.2,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,BG,2020,0.21,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,CH,2008,,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,CY,2008,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,CY,2009,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,CY,2010,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,CY,2011,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,CY,2012,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,CY,2013,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,CY,2014,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,CY,2015,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,CY,2016,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,CY,2017,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,CY,2018,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,CY,2019,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,CY,2020,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,CZ,2008,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,CZ,2009,0.34,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,CZ,2010,0.39,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,CZ,2011,0.35,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,CZ,2012,0.41,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,CZ,2013,0.44,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,CZ,2014,0.44,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,CZ,2015,0.37,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,CZ,2016,0.39,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,CZ,2017,0.36,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,CZ,2018,0.38,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,CZ,2019,0.33,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,CZ,2020,0.39,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,DE,2008,0.56,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,DE,2009,0.37,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,DE,2010,0.44,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,DE,2011,0.41,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,DE,2012,0.34,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,DE,2013,0.36,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,DE,2014,0.38,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,DE,2015,0.43,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,DE,2016,0.43,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,DE,2017,0.4,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,DE,2018,0.43,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,DE,2019,0.4,p
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,DE,2020,0.36,p
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,DK,2008,0.26,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,DK,2009,0.23,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,DK,2010,0.22,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,DK,2011,0.21,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,DK,2012,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,DK,2013,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,DK,2014,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,DK,2015,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,DK,2016,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,DK,2017,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,DK,2018,0.14,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,DK,2019,0.16,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,DK,2020,0.16,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,EE,2008,0.64,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,EE,2009,0.59,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,EE,2010,0.73,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,EE,2011,1.05,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,EE,2012,0.79,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,EE,2013,0.81,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,EE,2014,0.8,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,EE,2015,0.66,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,EE,2016,0.65,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,EE,2017,0.66,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,EE,2018,0.72,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,EE,2019,0.73,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,EE,2020,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,EL,2008,0.04,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,EL,2009,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,EL,2010,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,EL,2011,0.04,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,EL,2012,0.05,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,EL,2013,0.04,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,EL,2014,0.04,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,EL,2015,0.03,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,EL,2016,0.05,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,EL,2017,0.03,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,EL,2018,0.04,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,EL,2019,0.03,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,EL,2020,0.04,p
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,ES,2008,0.12,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,ES,2009,0.1,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,ES,2010,0.11,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,ES,2011,0.08,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,ES,2012,0.07,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,ES,2013,0.07,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,ES,2014,0.07,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,ES,2015,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,ES,2016,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,ES,2017,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,ES,2018,0.08,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,ES,2019,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,ES,2020,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,EU27_2020,2008,,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,EU27_2020,2019,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,EU27_2020,2020,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,FI,2008,3.2,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,FI,2009,1.34,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,FI,2010,1.5,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,FI,2011,0.68,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,FI,2012,-0.13,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,FI,2013,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,FI,2014,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,FI,2015,0.24,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,FI,2016,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,FI,2017,0.93,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,FI,2018,0.37,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,FI,2019,0.25,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,FI,2020,0.93,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,FR,2008,0.35,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,FR,2009,0.26,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,FR,2010,0.28,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,FR,2011,0.3,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,FR,2012,0.3,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,FR,2013,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,FR,2014,0.25,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,FR,2015,0.26,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,FR,2016,0.28,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,FR,2017,0.24,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,FR,2018,0.43,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,FR,2019,0.48,p
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,FR,2020,0.44,p
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,HR,2008,0.51,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,HR,2009,0.25,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,HR,2010,0.21,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,HR,2011,0.17,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,HR,2012,0.1,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,HR,2013,0.35,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,HR,2014,0.36,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,HR,2015,0.41,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,HR,2016,0.41,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,HR,2017,0.4,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,HR,2018,0.37,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,HR,2019,0.1,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,HR,2020,0.12,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,HU,2008,1.74,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,HU,2009,1.62,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,HU,2010,1.54,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,HU,2011,2.04,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,HU,2012,1.85,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,HU,2013,1.75,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,HU,2014,1.63,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,HU,2015,1.65,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,HU,2016,1.6,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,HU,2017,1.84,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,HU,2018,1.65,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,HU,2019,1.78,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,HU,2020,1.45,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,IE,2008,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,IE,2009,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,IE,2010,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,IE,2011,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,IE,2012,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,IE,2013,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,IE,2014,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,IE,2015,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,IE,2016,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,IE,2017,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,IE,2018,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,IE,2019,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,IE,2020,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,IS,2008,,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,IS,2016,0,p
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,IS,2017,0,p
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,IS,2018,0,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,IS,2019,0,p
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,IS,2020,0,p
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,IT,2008,0.29,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,IT,2009,0.27,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,IT,2010,0.31,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,IT,2011,0.31,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,IT,2012,0.3,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,IT,2013,0.26,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,IT,2014,0.24,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,IT,2015,0.24,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,IT,2016,0.22,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,IT,2017,0.24,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,IT,2018,0.24,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,IT,2019,0.25,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,IT,2020,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LT,2008,0.16,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LT,2009,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LT,2010,0.16,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LT,2011,0.15,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LT,2012,0.12,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LT,2013,0.06,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LT,2014,0.07,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LT,2015,0.09,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LT,2016,0.09,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LT,2017,0.12,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LT,2018,0.1,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LT,2019,0.16,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LT,2020,0.21,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LU,2008,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LU,2009,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LU,2010,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LU,2011,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LU,2012,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LU,2013,,c
