DATAFLOW,LAST UPDATE,freq,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LU,2014,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LU,2015,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LU,2016,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LU,2017,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LU,2018,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LU,2019,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LU,2020,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LV,2008,0.2,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LV,2009,0.18,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LV,2010,0.16,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LV,2011,0.24,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LV,2012,0.23,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LV,2013,0.23,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LV,2014,0.29,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LV,2015,0.46,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LV,2016,0.48,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LV,2017,0.43,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LV,2018,0.4,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LV,2019,0.41,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,LV,2020,0.44,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,ME,2008,,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,MK,2008,,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,MK,2011,0.08,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,MK,2012,0.04,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,MK,2013,0.1,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,MK,2014,0.11,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,MK,2015,0.11,p
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,MK,2016,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,MK,2017,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,MK,2018,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,MK,2019,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,MT,2008,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,MT,2009,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,MT,2010,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,MT,2011,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,MT,2012,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,MT,2013,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,MT,2014,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,MT,2015,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,MT,2016,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,MT,2017,0.8,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,MT,2018,0.87,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,MT,2019,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,MT,2020,0.69,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,NL,2008,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,NL,2009,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,NL,2010,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,NL,2011,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,NL,2012,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,NL,2013,0.22,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,NL,2014,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,NL,2015,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,NL,2016,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,NL,2017,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,NL,2018,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,NL,2019,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,NL,2020,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,NO,2008,,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,NO,2009,0.13,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,NO,2010,0.13,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,NO,2011,0.12,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,NO,2012,0.1,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,NO,2013,0.09,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,NO,2014,0.1,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,NO,2015,0.11,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,NO,2016,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,NO,2017,0.09,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,NO,2018,0.09,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,NO,2019,0.09,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,NO,2020,0.12,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,PL,2008,0.38,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,PL,2009,0.34,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,PL,2010,0.38,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,PL,2011,0.37,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,PL,2012,0.29,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,PL,2013,0.32,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,PL,2014,0.27,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,PL,2015,0.27,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,PL,2016,0.23,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,PL,2017,0.26,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,PL,2018,0.31,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,PL,2019,0.3,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,PL,2020,0.31,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,PT,2008,0.25,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,PT,2009,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,PT,2010,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,PT,2011,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,PT,2012,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,PT,2013,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,PT,2014,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,PT,2015,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,PT,2016,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,PT,2017,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,PT,2018,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,PT,2019,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,PT,2020,0.19,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,RO,2008,0.21,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,RO,2009,0.25,p
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,RO,2010,0.24,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,RO,2011,0.24,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,RO,2012,0.22,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,RO,2013,0.19,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,RO,2014,0.21,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,RO,2015,0.22,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,RO,2016,0.24,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,RO,2017,0.23,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,RO,2018,0.24,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,RO,2019,0.29,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,RO,2020,0.29,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,RS,2008,,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,RS,2016,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,RS,2017,0.22,p
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,RS,2018,0.23,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,RS,2019,0.25,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,RS,2020,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SE,2008,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SE,2009,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SE,2010,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SE,2011,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SE,2012,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SE,2013,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SE,2014,1.16,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SE,2015,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SE,2016,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SE,2017,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SE,2018,0.16,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SE,2019,0.17,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SE,2020,0.2,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SI,2008,0.27,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SI,2009,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SI,2010,0.37,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SI,2011,0.35,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SI,2012,0.31,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SI,2013,0.31,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SI,2014,0.32,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SI,2015,0.36,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SI,2016,0.36,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SI,2017,0.34,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SI,2018,0.38,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SI,2019,0.33,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SI,2020,0.43,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SK,2008,0.89,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SK,2009,0.47,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SK,2010,1.24,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SK,2011,0.65,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SK,2012,0.93,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SK,2013,0.73,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SK,2014,0.75,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SK,2015,0.84,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SK,2016,0.53,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SK,2017,0.63,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SK,2018,0.45,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SK,2019,0.35,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,SK,2020,0.49,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,TR,2008,,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,UK,2008,0.31,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,UK,2009,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,UK,2010,0.34,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,UK,2011,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,UK,2012,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,UK,2013,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,UK,2014,0.2,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,UK,2015,0.18,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,UK,2016,0.22,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,UK,2017,0.21,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,C_ICT,UK,2018,0.21,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,AT,2008,2.71,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,AT,2009,2.69,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,AT,2010,2.69,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,AT,2011,2.76,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,AT,2012,2.69,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,AT,2013,2.77,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,AT,2014,2.89,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,AT,2015,2.94,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,AT,2016,3.02,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,AT,2017,3.03,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,AT,2018,3.07,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,AT,2019,3.16,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,AT,2020,3.19,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BA,2008,,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BA,2014,4.94,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BA,2015,4.77,be
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BA,2016,4.55,be
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BA,2017,4.2,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BA,2018,4.17,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BA,2019,4.43,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BA,2020,4.75,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BE,2008,3.9,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BE,2009,3.97,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BE,2010,4.12,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BE,2011,3.91,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BE,2012,3.92,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BE,2013,3.81,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BE,2014,3.58,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BE,2015,3.6,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BE,2016,3.57,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BE,2017,3.54,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BE,2018,3.75,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BE,2019,3.98,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BE,2020,4.11,p
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BG,2008,4.82,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BG,2009,4.72,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BG,2010,4.63,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BG,2011,4.46,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BG,2012,4.36,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BG,2013,4.5,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BG,2014,4.66,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BG,2015,4.78,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BG,2016,5.11,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BG,2017,5.43,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BG,2018,5.76,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BG,2019,6.42,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,BG,2020,7.16,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,CH,2008,,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,CY,2008,3.43,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,CY,2009,3.35,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,CY,2010,3.52,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,CY,2011,3.47,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,CY,2012,3.64,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,CY,2013,4.46,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,CY,2014,5.01,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,CY,2015,4.93,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,CY,2016,5.71,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,CY,2017,6.18,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,CY,2018,6.2,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,CY,2019,6.76,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,CY,2020,8.26,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,CZ,2008,4.11,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,CZ,2009,4.1,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,CZ,2010,4.01,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,CZ,2011,3.99,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,CZ,2012,3.94,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,CZ,2013,3.9,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,CZ,2014,3.84,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,CZ,2015,3.86,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,CZ,2016,3.87,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,CZ,2017,4,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,CZ,2018,4.18,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,CZ,2019,4.38,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,CZ,2020,4.66,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,DE,2008,3.42,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,DE,2009,3.78,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,DE,2010,3.47,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,G-U_ICT,DE,2011,3.63,
